,name,salary,company,additional,skills,date
120,Senior Fullstack разработчик,,ЭТП ГПБ / VESNA,"['Полный рабочий день', 'Можно удаленно']","['Фулстек разработчик', 'Старший (Senior)', 'PHP', 'Zend Framework', 'Ext JS', 'JavaScript', 'RabbitMQ']",5 июня
121,Middle QA Manual Engineer 1С,,Петрович-Тех,"['Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Средний (Middle)', '1C: ERP', 'Тестирование API', 'Баг-трекинг', 'Тестирование ПО', 'Postman']",5 июня
122,Менеджер по ИТ-инфраструктуре и безопасности,от 190 000 ₽,Kabutec LLC,"['Санкт-Петербург', 'Полный рабочий день']","['Системный администратор', 'Старший (Senior)', 'Администрирование серверов', 'Администрирование Windows', 'Active directory', 'Hyper-V', 'Администрирование Linux', 'Настройка VPN', 'Firewall', 'Сетевая безопасность', 'Yandex.Cloud']",5 июня
123,Тимлид команды дата-инженеров в Яндекс Маркет,,Яндекс,"['Москва', 'Полный рабочий день']","['Инженер по данным', 'Ведущий (Lead)', 'Python', 'C++', 'Java', 'DWH', 'SQL']",5 июня
124,Разработчика Fullstack Senior (Remote),,Bell Integrator,"['Белгород', 'Волгоград', 'Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Фулстек разработчик', 'Старший (Senior)', 'JavaScript', 'Angular', 'CSS', '.NET', 'ASP.NET', 'Node.js', 'TypeScript', 'Git']",5 июня
125,Разработчика Fullstack Senior (Remote),,Bell Integrator,"['Москва', 'Санкт-Петербург', 'Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Фулстек разработчик', 'Старший (Senior)', 'JavaScript', 'Angular', 'CSS', '.NET', 'ASP.NET', 'Node.js', 'TypeScript', 'Git']",5 июня
126,Angular Developer,,Axenix (ex. Accenture),"['Полный рабочий день', 'Можно удаленно']","['Фронтенд разработчик', 'Старший (Senior)', 'Angular', 'TypeScript']",5 июня
127,QA Manual / Инженер по ручному тестированию,,Золотое Яблоко,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по ручному тестированию', 'Средний (Middle)', 'Ручное тестирование', 'Функциональное тестирование', 'Регрессионное тестирование', 'Разработка тест-кейсов', 'HTTP', 'Postman', 'Swagger', 'Jira', 'Тестирование мобильных приложений', 'Тестирование ПО']",5 июня
128,Младший инженер по информационной безопасности,,ДИТ г. Москвы,"['Москва', 'Полный рабочий день']","['Администратор защиты', 'Информационная безопасность']",5 июня
129,Инженер по автоматизированному тестированию (Senior\Lead),,Газпромбанк,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Инженер по автоматизации тестирования', 'Старший (Senior)', 'Java', 'Gradle', 'Selenium', 'Selenide']",5 июня
130,ИТ сорсер,,T-Bank,"['Москва', 'Полный рабочий день']","['Менеджер по найму', 'Средний (Middle)', 'Подбор специалистов', 'Поиск талантов', 'Рекрутмент']",5 июня
131,Инженер-схемотехник,,SM Lab,"['Железнодорожный', 'Полный рабочий день']","['Системный инженер', 'Схемотехника']",5 июня
132,Аналитик,,ЛАНИТ,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Средний (Middle)', 'REST', 'SQL', 'BPMN', 'UML', 'ER-диаграммы', 'PostgreSQL']",5 июня
133,Data analyst/Аналитик Данных,,beeline,"['Полный рабочий день', 'Можно удаленно']","['Аналитик по данным', 'Младший (Junior)', 'SQL', 'Python', 'PowerBI', 'Apache Spark', 'Большие данные', 'Телекоммуникации']",5 июня
134,Разработчик Golang Middle + /  Senior,,МАЙНИТЕК,"['Екатеринбург', 'Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'Git', 'MongoDB', 'DevOps', 'MySQL', 'PostgreSQL', 'Linux', 'Redis', 'Docker']",5 июня
135,Ведущий разработчик Unity3D,от 250 000 ₽,Эйдос,"['Казань', 'Полный рабочий день']","['Разработчик приложений', 'Ведущий (Lead)', 'Git', 'ООП', 'C#', 'Unity3d']",5 июня
136,Android developer,,Lamoda Tech,"['Полный рабочий день', 'Можно удаленно']","['Разработчик мобильных приложений', 'Средний (Middle)', 'Kotlin', 'Dagger 2', 'Coroutines']",5 июня
137,Python developer (Senior),от 360 000 до 480 000 ₽,.White Code,"['Санкт-Петербург', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'Python', 'Asyncio', 'AIOHTTP', 'FastAPI', 'PostgreSQL', 'Redis', 'Apache Kafka', 'Apache Cassandra', 'RabbitMQ', 'Elasticsearch']",5 июня
138,Customer Success Manager,,Лаборатория Касперского,['Можно удаленно'],"['Менеджер по работе с клиентами', 'Информационная безопасность']",5 июня
139,Tech Lead Engineer/ Технический руководитель инженерной команды (Tantor),,Группа Астра,"['Полный рабочий день', 'Можно удаленно']","['Системный инженер', 'Ведущий (Lead)', 'PostgreSQL', 'Linux', 'Docker', 'Bash', 'Ansible']",5 июня
